source_url,occupation,Questions,option_A,option_B,option_C,option_D,option_E,option_F,correct_answer,DeepSeek_V3_seed0,DeepSeek_V3_seed1,DeepSeek_V3_seed2,Qwen2_5_7B_Instruct_Turbo_seed0,Qwen2_5_7B_Instruct_Turbo_seed1,Qwen2_5_7B_Instruct_Turbo_seed2,claude_haiku_4_5_seed0,claude_haiku_4_5_seed1,claude_haiku_4_5_seed2,claude_opus_4_6_seed0,claude_opus_4_6_seed1,claude_opus_4_6_seed2,claude_sonnet_4_6_seed0,claude_sonnet_4_6_seed1,claude_sonnet_4_6_seed2,gemini_2_5_flash_seed0,gemini_2_5_flash_seed1,gemini_2_5_flash_seed2,gemini_3_1_pro_seed0,gemini_3_1_pro_seed1,gemini_3_1_pro_seed2,gpt_3_5_turbo_seed0,gpt_3_5_turbo_seed1,gpt_3_5_turbo_seed2,gpt_4o_mini_seed0,gpt_4o_mini_seed1,gpt_4o_mini_seed2,gpt_4o_seed0,gpt_4o_seed1,gpt_4o_seed2,gpt_5_2_seed0,gpt_5_2_seed1,gpt_5_2_seed2,gpt_5_3_chat_latest_seed0,gpt_5_3_chat_latest_seed1,gpt_5_3_chat_latest_seed2,gpt_5_4_seed0,gpt_5_4_seed1,gpt_5_4_seed2,llama_3_3_70B_seed0,llama_3_3_70B_seed1,llama_3_3_70B_seed2,o3_seed0,o3_seed1,o3_seed2
https://www.asme.org/topics-resources/content/digital-engineering-during-covid-19,Industrial Engineers,An industrial engineer is tasked with ensuring the quality of assembly for a new electronic device. The engineer needs to monitor key components during the assembly process to maintain high quality standards. What action should the engineer take to effectively monitor these components?,Deploy inspection stations with cameras and tunable lighting to monitor key components during assembly.,Implement a statistical sampling method to check a percentage of the finished products.,Conduct manual inspections at the end of the assembly line to ensure quality.,Rely on automated testing software to evaluate the final product performance.,All of the above,None of the above,A,A,A,A,A,A,A,A,A,A,C,E,C,C,D,B,A,A,A,F,F,E,A,A,A,E,E,E,A,A,A,E,F,C,B,E,D,C,B,B,A,A,A,A,A,A
https://www.asme.org/topics-resources/content/digital-engineering-during-covid-19,Industrial Engineers,An industrial engineer is tasked with improving the reliability of a manufacturing system by analyzing equipment performance data. Which action should the engineer take to effectively identify trends and potential equipment failures?,Implement a monthly review of historical maintenance logs to identify recurring issues and potential equipment failures.,Utilize IoT technology to receive live feedback from sensors and identify trends and potential equipment failures.,Schedule quarterly manual inspections to check for equipment wear and tear.,Conduct biannual reviews of equipment performance data to identify medium-term trends and potential failures.,All of the above,None of the above,B,E,F,A,E,E,A,B,B,B,B,B,B,B,B,B,E,D,B,B,B,B,C,D,D,E,F,A,B,B,B,B,B,B,B,B,B,B,B,B,D,D,F,B,B,B
https://www.iise.org/uploadedFiles/Webcasts/Public/OperationalAnalytics-2026Session2-2026-0120.pdf,Industrial Engineers,An industrial engineer is tasked with enhancing the efficiency of a production line by utilizing available data. Which action should the engineer take to effectively achieve this goal?,Introduce a fixed scheduling system to ensure consistent production output and minimize downtime.,Implement a just-in-time inventory system to reduce waste and improve efficiency.,Use operational analytics to transform data into insights that inform decisions and actions to improve production efficiency.,Conduct a time-motion study to identify and eliminate bottlenecks in the production process.,All of the above,None of the above,C,D,F,D,E,A,D,C,C,C,E,B,D,B,E,E,C,C,C,A,F,D,F,D,F,F,A,D,C,C,C,A,B,F,A,A,A,D,A,B,B,D,B,C,C,C
https://www.ashrae.org/file%20library/technical%20resources/standards%20and%20guidelines/standards%20addenda/15_2019_e_20220127.pdf,Mechanical Engineers,"A mechanical engineer is overseeing the installation of a new refrigeration system in a commercial building. During the installation, the engineer must ensure compliance with industry standards regarding refrigerant pipe joints. What action should the engineer take before the joints are covered or enclosed?",Seal all refrigerant pipe joints immediately after installation to prevent leaks.,Ensure that all refrigerant pipe joints are exposed for visual inspection before they are covered or enclosed.,Verify that all refrigerant pipe joints are properly aligned and secured before conducting any pressure tests or inspections.,Apply thermal insulation to all refrigerant pipe joints immediately after installation to ensure energy efficiency before they are covered or enclosed.,All of the above,None of the above,B,B,A,B,E,F,A,B,B,B,D,D,C,D,E,A,B,B,B,B,F,B,C,E,D,F,A,C,B,B,B,F,F,C,A,F,E,C,C,C,C,C,E,B,B,B
http://stacks.cdc.gov/view/cdc/198682,Mechanical Engineers,"In a US manufacturing facility, a mechanical engineer is supervising the maintenance of a conveyor system. The technician needs to reach into the machine's point of operation to replace a component. What should the mechanical engineer ensure before the technician proceeds?",Verify that the technician has received verbal confirmation from a supervisor before proceeding with the maintenance task.,Ensure that the technician performs a visual inspection of the conveyor system's exterior components before proceeding with the maintenance task.,Ensure that the technician verifies the operational status of the emergency stop button before proceeding with the maintenance task.,Ensure that lockout procedures are implemented before any part of the body is placed into the machine's operational area.,All of the above,None of the above,D,D,D,D,D,D,D,E,A,E,E,C,E,B,E,E,D,D,D,E,B,C,D,D,D,D,D,D,D,D,D,C,A,C,B,E,A,B,B,C,D,D,D,D,D,D
https://stacks.cdc.gov/view/cdc/166448/cdc_166448_DS1.pdf,Mechanical Engineers,A mechanical engineer is tasked with ensuring the safety of maintenance procedures for elevators in a commercial building. What action should be taken to comply with safety regulations during elevator maintenance?,Schedule maintenance activities only during off-peak hours to minimize disruption.,Ensure that all maintenance personnel are equipped with personal protective equipment (PPE) as the primary safety measure during maintenance.,Develop and implement procedures to isolate the elevator's energy source before maintenance work begins.,Install additional safety signage in the elevator pit area to warn maintenance personnel.,All of the above,None of the above,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,F,B,F,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,C,C,A,C,C,A,C,C,C,C,C,C
https://www.nspe.org/sites/default/files/resources/pdfs/blog/Codes-of-Ethics.pdf,Mechanical Engineers,"A mechanical engineer becomes aware that a colleague has been falsifying test results, which is a violation of the engineering code of ethics. What action should the engineer take in this situation?",Report the violation to management only if it directly affects safety or regulatory compliance.,Conduct an internal review with the team to assess the impact before deciding on further action.,Consult with the colleague privately to understand their reasoning and encourage them to correct the results themselves.,Report the violation to the appropriate professional bodies and cooperate with authorities as needed.,All of the above,None of the above,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,B,C,B,A,C,D,D,D,D,D,D,F,A,A,F,C,B,C,C,A,F,B,E,D,D,D,D,D,D
https://ncees.org/wp-content/uploads/U.S.-Codes-of-Ethics-handout-2019.pdf,Mechanical Engineers,"A mechanical engineer's safety recommendations for a new product are dismissed by management, potentially endangering life or property. What action should the engineer take in this situation?",Seek a second opinion from another engineer within the company.,Conduct an internal risk assessment and submit the findings to the engineering department for review.,Notify the employer or client and any appropriate authority about the potential danger.,Submit a formal request for a risk assessment review to the project management team.,All of the above,None of the above,C,C,C,C,C,C,C,C,C,C,B,C,C,C,C,C,F,F,A,C,C,C,C,C,C,C,C,C,C,C,C,D,A,E,C,F,C,C,B,A,C,C,C,C,C,C
https://arxiv.org/pdf/2301.07024v1,Mechanical Engineers,A mechanical engineer is evaluating materials for a rail sanding system and needs to determine which material will flow effectively through the system. What should the engineer do to assess the flowability of the granular materials being considered?,Perform a particle size distribution analysis to evaluate the flowability of the materials.,Conduct a compressibility test to evaluate the flowability of the materials.,Use a moisture content test to determine the flowability of the materials.,Measure the Angle of Repose (AoR) to determine the flowability of the granular materials being considered.,All of the above,None of the above,D,D,D,D,D,D,D,B,F,C,D,C,F,C,F,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
https://www.ashrae.org/file%20library/technical%20resources/standards%20and%20guidelines/standards%20addenda/15_2019_e_20220127.pdf,Mechanical Engineers,"A mechanical engineer is tasked with designing the refrigerant piping system for a new multi-story office building. The design must comply with industry standards regarding the penetration of floors, ceilings, and roofs. What is the appropriate design approach for the refrigerant piping in this scenario?",Design refrigerant piping to penetrate floors and ceilings only at the building's perimeter to minimize interference with interior space usage.,"Avoid designing refrigerant piping to penetrate floors, ceilings, or roofs, except in specified cases such as connecting the basement to the first floor or adjacent floors served by the system.",Design refrigerant piping to penetrate floors and ceilings primarily in the building's core to centralize maintenance access and minimize the length of horizontal runs.,"Design refrigerant piping to penetrate floors and ceilings only in areas designated for utility services, assuming these areas are sufficient for all necessary piping routes.",All of the above,None of the above,B,D,D,E,F,E,E,C,E,B,A,D,C,C,E,E,A,F,F,D,F,A,A,E,E,E,F,E,C,D,F,D,F,D,D,C,A,E,C,D,A,F,F,F,C,D
https://www.ashrae.org/file%20library/technical%20resources/standards%20and%20guidelines/standards%20addenda/15-1994_addenda-b.pdf,Mechanical Engineers,A mechanical engineer is responsible for installing a new refrigeration system in a commercial building. What is the most important consideration to ensure during the installation process?,Install the refrigeration system components as close together as possible to save space.,Ensure that the system is installed with a focus on maximizing energy efficiency by selecting components with the highest energy ratings available.,Ensure that there is a clear and unobstructed approach and space for all serviceable components of the refrigeration system.,Focus on minimizing the length of refrigerant piping to reduce material costs.,All of the above,None of the above,C,C,C,F,B,D,B,D,B,F,C,C,A,C,C,C,A,E,E,C,C,C,F,E,F,E,D,D,E,E,D,C,C,C,C,C,C,C,C,C,A,F,B,F,A,B
https://stacks.cdc.gov/view/cdc/166448/cdc_166448_DS1.pdf,Mechanical Engineers,A mechanical engineer is tasked with ensuring the safety of maintenance operations for elevators in a commercial building. What action should the engineer take to prevent unexpected energizing of elevators during maintenance?,Install additional signage in the elevator machine room to warn about potential electrical hazards.,Coordinate with building management to ensure that the elevators are locked at the ground floor during maintenance operations.,Verify that the elevator control panels are set to manual mode before beginning maintenance operations.,Develop and implement energy isolation procedures to prevent unexpected energizing of elevators during maintenance.,All of the above,None of the above,D,C,A,A,F,B,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,E,F,B,F,D,D,D,E,A,C,B,A,B,D,A,F,A,F,A,D,D,D
https://www.nspe.org/sites/default/files/resources/pdfs/blog/Codes-of-Ethics.pdf,Mechanical Engineers,"A mechanical engineer is involved in a project where their design recommendations are being ignored, potentially compromising safety standards. What action should the engineer take to address the situation?",The engineer should continue with the project and document the disagreement for future reference.,The engineer should inform their employer or client and notify the appropriate authorities about the potential safety risks.,The engineer should consult with a colleague to validate their design recommendations before taking any further action.,The engineer should propose a temporary solution to mitigate the risks and seek approval from the project manager before addressing the broader safety concerns.,All of the above,None of the above,B,A,C,A,F,D,F,C,D,C,C,C,D,F,D,C,E,F,B,C,C,F,A,A,F,D,B,D,D,D,D,F,F,F,A,C,F,F,D,D,E,C,C,F,A,D
https://saemobilus.sae.org/articles/technical-analysis-a-proposed-shock-absorber-design-standard-2016-01-1543,Mechanical Engineers,A mechanical engineer is evaluating the safety of a vehicle's shock absorbers using a theoretical model. What action should the engineer take to ensure the vehicle's safety?,Verify that the vehicle's shock absorbers provide at least twenty percent critical damping to ensure safety.,Check that the shock absorbers meet the manufacturer's recommended maintenance schedule.,Confirm that the shock absorbers are rated for high-speed performance conditions.,"Evaluate whether the shock absorbers are designed for off-road conditions, as this can impact their performance on standard roads.",All of the above,None of the above,A,D,E,E,C,E,C,F,B,B,E,E,D,C,C,C,A,C,E,F,B,D,E,B,F,F,A,B,E,B,F,C,D,C,C,E,E,D,F,E,F,B,C,E,F,F
https://saemobilus.sae.org/downloads/articles/15-16-02-0007/Full%20Text%20PDF,Mechanical Engineers,"A mechanical engineer is tasked with analyzing the kinematic behavior of a car's suspension system, focusing on how the system responds to jounce and steer motions. What is the appropriate action to take in this analysis?",Measure the torsional stiffness of the chassis to analyze jounce and steer motions.,Solve for the general motion at the wheel center to analyze jounce and steer motions.,Perform a modal analysis of the suspension system to evaluate its response to jounce and steer motions.,Analyze the suspension system's natural frequency to determine its response to jounce and steer motions.,All of the above,None of the above,B,B,B,B,B,B,B,E,E,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,E,E,B,B,B,B,B,B,B,B,B,B,B,B,E,E,A
https://ncees.org/wp-content/uploads/U.S.-Codes-of-Ethics-handout-2019.pdf,Mechanical Engineers,"A mechanical engineer has provided safety recommendations for a new product, but the project manager has decided not to implement them. What should the engineer do in this situation?",Document the recommendations and wait for the project manager to reconsider.,Seek approval from a higher authority before taking any further action.,Focus on other aspects of the project that are within their control.,Inform the client or employer about the potential consequences of not following the safety recommendations.,All of the above,None of the above,D,B,D,E,D,D,D,D,D,D,D,D,D,D,D,D,F,A,E,D,D,D,F,F,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,D
http://www.osha.gov/laws-regs/regulations/standardnumber/1926/1926.152,Mechanical Engineers,A mechanical engineer is responsible for storing flammable liquids in a workshop for an ongoing project. What is the appropriate action to ensure safety and compliance with regulations?,Store flammable liquids in containers with self-closing lids to minimize evaporation.,Store flammable liquids in containers with vented caps to allow for pressure equalization.,Ensure that only approved containers or portable tanks are used for storing and handling flammable liquids.,Store flammable liquids in containers with airtight seals to prevent any air exposure.,All of the above,None of the above,C,E,E,E,A,B,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,E,B,D,D,B,C,C,C,C,C,C,C,C,C,C,C,C,D,D,E,C,C,C
https://www.asme.org/topics-resources/content/digital-engineering-during-covid-19,Mechanical Engineers,A mechanical engineer is tasked with overseeing a manufacturing process remotely due to travel restrictions. The engineer needs to ensure the build process is monitored effectively without being physically present. What action should the engineer take to achieve this?,Schedule regular video calls with the on-site team to discuss the build process.,Utilize IoT sensors and instruments to capture and review product data and images from the build line remotely.,Implement a periodic review of the build process using weekly summary reports from automated systems.,Use historical data analysis to predict potential issues in the build process.,All of the above,None of the above,B,B,B,B,B,B,B,E,B,C,B,B,B,B,B,B,B,B,B,B,B,B,A,D,A,E,A,A,D,F,A,B,B,B,B,B,B,B,B,B,B,B,B,B,E,B
https://pubs.acs.org/doi/10.1021/acs.oprd.5c00040,Chemists,A chemist is tasked with improving the efficiency of a chemical reaction in a production process. The goal is to enhance yield and product quality while reducing waste and costs. What should the chemist do to achieve this objective?,Focus on reducing the amount of catalyst used in the reaction.,Use analytical techniques to identify inefficiencies and optimize reaction conditions.,Increase the temperature of the reaction to speed up the process.,Adjust the pH of the reaction mixture to a neutral level to ensure stability.,All of the above,None of the above,B,B,B,B,B,B,B,C,E,A,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
https://pubs.acs.org/doi/10.1021/acs.oprd.5c00040,Chemists,A chemist is tasked with ensuring that a chemical production process adheres to environmental safety standards. What action should the chemist take to monitor the release of hazardous substances and ensure compliance with regulations?,Focus on maintaining equipment to prevent hazardous substance release.,Implement periodic air quality checks using portable detectors to assess hazardous substance levels.,Conduct annual reviews of the chemical production process to assess hazardous substance release compliance.,Employ analytical techniques to monitor hazardous substance release and ensure regulatory compliance.,All of the above,None of the above,D,F,F,B,E,B,E,E,C,D,C,E,F,F,A,B,B,C,C,E,C,E,E,A,E,A,D,A,A,F,A,A,C,B,A,B,A,F,B,B,C,A,F,E,C,E
https://education.aiche.org/topclass/media/a48d13fa-1cdf-4530-a608-238e16914f6c/story_content/external_files/Level%203_Course%202.1_ELA984_Unit%203_Slides.pdf,Chemists,A chemist is tasked with designing a new chemical process that must remain safe and effective under varying operating conditions. What approach should the chemist take to ensure the process is inherently safer and less sensitive to parameter variations?,Focus on minimizing the number of variables to simplify the process design.,Incorporate a process design that emphasizes redundancy in safety features to compensate for parameter variations.,Design the chemical process with wide safe operating limits to enhance safety and robustness.,Implement a process design that relies on real-time monitoring systems to adjust parameters dynamically.,All of the above,None of the above,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D,C,C,C,C,C,C,C,C,C,C,F,D,D,C,C,C,C,C,C,C,C,A,C,C,A,C,C,C,C,C,C
https://www.asms.org/docs/workshop-reports/flavor-frangrance-and-foodstuff.pdf?sfvrsn=0,Chemists,A chemist is analyzing a complex food sample using mass spectrometry and encounters ion suppression issues. What action should the chemist take to mitigate these issues?,Focus on adjusting the pH of the sample to neutralize ion suppression effects.,Use a single quadrupole mass spectrometer to simplify the analysis process.,"Apply silver adducts, perform extraction, use tandem mass spectrometry, or combine micro dissection with chromatography.","Dilute the sample with a high concentration of organic solvent to decrease matrix effects, assuming it will alleviate ion suppression by reducing sample complexity.",All of the above,None of the above,C,C,C,C,A,B,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D,D,E,C,C,C,C,C,C,C,C,A,C,C,C,F,B,A,C,C,C
https://www.theaic.org/publications/archives/thechemist/The_Chemist_No_81_Vol_3-4_Fall-Winter2004.pdf,Chemists,A chemist is preparing to analyze a sample containing aldehydes using gas chromatography. The chemist needs to ensure that the carrier gas does not react with the sample or the column materials. What should the chemist do?,"Use argon as the carrier gas, as it is known for its inertness and is often used in welding applications to prevent oxidation.",Use nitrogen as the carrier gas to enhance the separation efficiency of polar compounds like aldehydes.,Select an inert carrier gas that will not react with aldehydes or the column materials.,"Use helium as the carrier gas, as it is commonly used for its fast flow rates and high efficiency in separating non-polar compounds.",All of the above,None of the above,C,C,C,C,C,C,C,C,A,A,C,C,C,C,C,C,A,A,E,C,C,C,C,C,C,C,C,C,D,B,F,C,C,C,C,C,C,C,C,C,C,C,C,B,E,B
https://www.toxicology.org/groups/ss/MDCPSS/docs/MDCPSS_Webinar-092520-Jianwei.pdf,Chemists,A chemist is tasked with developing a protocol for the chemical characterization of a new polymer material. What approach should the chemist take to ensure effective characterization?,Utilize a bi-weekly extraction schedule and prioritize compounds with high thermal stability.,Implement repeated daily extractions and use comprehensive analytical methods to ensure effective chemical characterization.,Conduct extractions every 48 hours and prioritize analysis of volatile organic compounds.,Perform extractions every 72 hours and focus on a narrow molecular weight range.,All of the above,None of the above,B,E,C,A,E,A,C,A,E,C,F,D,F,D,C,E,A,C,C,D,E,D,E,F,A,E,D,D,F,C,D,D,F,C,E,A,D,F,C,F,A,C,C,A,A,C
https://stacks.cdc.gov/view/cdc/116872/cdc_116872_DS1.pdf,Chemists,A chemist is evaluating the safety of a newly synthesized compound for which no existing health guidance values are available. What should the chemist do to assess the risk of this compound?,Conduct a literature search to identify recent research and toxicity studies on the chemical.,Consult with a regulatory agency to obtain unpublished health guidance values.,Perform a preliminary risk assessment based on the compound's physical properties and assume similar toxicity to other compounds in its class.,Use health guidance values from a chemically similar compound as a substitute.,All of the above,None of the above,A,D,A,F,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,A,A,A,A,A,A,A,A,A,A,A,A,C,F,F,A,A,A
https://archive.cdc.gov/www_cdc_gov/grand-rounds/pp/2015/20151215-presentation-lab-safety-H.pdf,Chemists,A chemist is preparing to conduct an experiment involving potentially hazardous chemicals. What is the most appropriate initial step to ensure the safety and success of the experiment?,Conduct a thorough risk assessment to evaluate potential hazards and consider using safer alternatives before proceeding.,Consult with a colleague to discuss potential outcomes and then proceed with the experiment.,Review the Material Safety Data Sheets (MSDS) for each chemical involved and proceed if no severe hazards are listed.,Prepare all necessary safety equipment and materials before starting the experiment.,All of the above,None of the above,A,E,D,E,C,F,E,E,A,B,A,A,A,A,A,A,D,C,A,A,A,A,F,E,F,C,E,B,C,F,E,A,A,A,A,A,A,A,A,A,E,B,D,D,E,E
https://www.cdc.gov/niosh/hhe/reports/pdfs/2021-0115-3388.pdf,Chemists,A chemist is conducting surface sampling in a forensic laboratory in California to assess methamphetamine contamination levels. What is the maximum allowable contamination level on surfaces that should not be exceeded?,Ensure that methamphetamine contamination on surfaces does not exceed 1.5 micrograms per 10 square centimeters.,Ensure that methamphetamine contamination on surfaces does not exceed 1.5 micrograms per 100 square centimeters.,Ensure that methamphetamine contamination on surfaces does not exceed 2.0 micrograms per 100 square centimeters.,Ensure that methamphetamine contamination on surfaces does not exceed 0.5 micrograms per 100 square centimeters.,All of the above,None of the above,B,B,B,B,A,D,C,B,B,B,B,B,B,B,B,B,D,C,A,B,B,B,C,F,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,A,F,B,B,B
https://theaic.org/pub_thechemist_journals/Vol-92-No-1/Vol-92-No1-Article-10.html,Chemists,A chemist is tasked with modeling the concentration of a chemical contaminant in a laboratory using a well-mixed room model. What action should the chemist take to ensure the model's predictions are reliable?,Assume a standard room volume based on average laboratory sizes for modeling purposes.,Use historical data of similar laboratories to estimate the room volume for the model.,Measure or accurately calculate the room volume to ensure the model's predictions are reliable.,Focus on measuring the air exchange rate instead of the room volume for model accuracy.,All of the above,None of the above,C,E,F,F,D,A,B,C,A,B,D,F,A,F,A,B,C,A,E,D,B,E,F,D,A,B,A,F,D,B,A,B,E,D,E,B,D,E,D,F,F,E,B,C,C,C
https://theaic.org/pub_thechemist_journals/Vol-92-No-1/Vol-92-No1-Article-10.html,Chemists,A chemist is tasked with evaluating chemical exposure near an emission source using a turbulent diffusion model. The measurement point is located 8 cm from the source. What action should the chemist take to ensure accurate evaluation?,Adjust the turbulent diffusion model parameters for distances less than 10 cm.,Proceed with the turbulent diffusion model as it applies to all distances.,Use the turbulent diffusion model only if the emission source is stable.,Use a different model for evaluating exposure at distances less than 10 cm.,All of the above,None of the above,D,A,C,B,C,B,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,B,E,A,A,C,D,D,D,D,D,D,D,D,D,D,D,D,B,B,F,D,D,D
https://pubs.acs.org/doi/10.1021/acs.oprd.5c00040,Chemists,A chemist is working in a laboratory where chemical reactions are conducted that may release hazardous substances. What action should the chemist take to ensure safety and compliance with environmental regulations?,Conduct periodic checks of ventilation systems to ensure they are functioning properly without continuous monitoring of the chemical reactions.,Implement a fixed schedule for air quality assessments without adjusting for changes in laboratory activities.,Install air filtration systems designed for general laboratory use without specific calibration for the types of hazardous substances being released.,Employ analytical techniques to monitor the release of hazardous substances and ensure compliance with environmental regulations.,All of the above,None of the above,D,D,D,D,D,D,D,B,D,A,D,D,D,D,D,D,E,C,B,D,D,D,D,D,D,D,D,D,E,C,C,D,D,D,D,D,D,D,D,D,D,D,D,F,F,D
https://pubs.acs.org/doi/10.1021/acs.oprd.4c00127,Chemists,A chemist is working on optimizing a Ni-catalyzed C–N cross-coupling reaction to improve its yield. Which action should the chemist take to enhance the reaction setup?,Add an excess of the nitrogen-containing substrate to drive the reaction forward.,Use a higher concentration of nickel catalyst to increase reaction rate.,"Incorporate the Josiphos ligand, SL-J001, into the reaction setup.",Decrease the reaction temperature to prevent unwanted side reactions.,All of the above,None of the above,C,E,D,B,E,E,B,C,C,C,D,F,D,F,D,E,C,C,C,E,F,E,A,E,B,E,E,B,C,C,C,D,B,E,F,D,F,D,D,A,D,D,A,C,C,C
https://www.atsdr.cdc.gov/toxprofiles/tp98-c6.pdf,Chemists,A chemist is analyzing a biological sample to determine the presence and concentration of HMX. Which method should the chemist use to accurately detect and quantify HMX in the sample?,Employ thin-layer chromatography (TLC) for detecting and quantifying HMX in the biological sample.,Apply ultraviolet-visible spectroscopy (UV-Vis) to detect and quantify HMX in the biological sample.,Use reverse-phase high performance liquid chromatography (HPLC) to detect and quantify HMX in the biological sample.,Use gas chromatography-mass spectrometry (GC-MS) to detect and quantify HMX in the biological sample.,All of the above,None of the above,C,F,A,D,D,D,A,C,C,B,D,A,D,F,A,A,C,B,F,B,A,E,B,E,B,F,E,F,D,F,F,D,F,D,B,A,B,B,D,B,A,F,D,F,F,A
https://www.atsdr.cdc.gov/toxprofiles/tp98-c6.pdf,Chemists,A chemist is tasked with analyzing a groundwater sample suspected to contain low concentrations of explosive residues. What is the recommended procedure for extracting these residues from the sample?,"Perform a liquid-liquid extraction using hexane, assuming non-polar residues.",Conduct a solid-phase extraction using a silica gel column to capture polar residues.,Use a salting-out procedure with sodium chloride and acetonitrile for the groundwater sample.,Extract the residues using acetonitrile in an ultrasonic bath.,All of the above,None of the above,C,E,D,D,A,F,E,C,F,F,B,D,B,F,E,F,B,C,E,D,B,E,E,D,D,F,A,A,A,F,D,A,B,E,E,A,F,D,B,D,F,E,F,E,A,E
https://www.theaic.org/publications/archives/thechemist/The_Chemist_No_81_Vol_3-4_Fall-Winter2004.pdf,Chemists,A chemist is preparing to conduct a gas chromatography analysis and needs to adjust the flow rate of the carrier gas. What is the appropriate flow rate range to ensure optimal performance during the analysis?,Adjust the carrier gas flow rate to below 10 ml per minute for precise results.,Adjust the carrier gas flow rate to 5-15 ml per minute for high sensitivity in trace analysis.,Adjust the carrier gas flow rate to 10-30 ml per minute to prioritize resolution over analysis speed.,Set the carrier gas flow rate within the range of 20-100 ml per minute for optimal performance.,All of the above,None of the above,D,A,A,C,E,F,C,B,A,E,D,D,D,D,D,D,A,D,D,D,D,D,C,C,A,F,D,D,F,C,C,D,D,D,D,D,D,D,D,D,E,B,E,E,E,C
https://aeasseincludes.assp.org/professionalsafety/pastissues/064/08/F3_0819.pdf,Occupational Health and Safety Specialists,A safety officer is responsible for inspecting a tall wind turbine to identify any maintenance issues. The inspection involves accessing high and potentially hazardous areas. What is the most effective method to conduct this inspection safely?,"Utilize drones to conduct the inspection, thereby removing the need for workers to climb the turbine.","Implement a buddy system where two workers inspect the turbine together, ensuring mutual safety and oversight.",Schedule the inspection during low wind conditions to minimize risks.,"Use a cherry picker to elevate workers for a close-up inspection, assuming it can safely reach all necessary areas of the turbine.",All of the above,None of the above,A,D,C,B,F,B,F,E,F,D,C,C,B,D,F,E,C,D,A,B,C,C,E,E,B,C,B,D,B,C,E,C,C,E,E,B,B,C,F,B,D,D,D,D,D,C
https://stacks.cdc.gov/view/cdc/115239/cdc_115239_DS1.pdf,Occupational Health and Safety Specialists,An industrial hygienist is evaluating a manufacturing facility for potential exposure to airborne pathogens. What action should be taken to effectively control this exposure?,Implement or enhance ventilation systems to control exposure to airborne pathogens.,Conduct regular employee health screenings to monitor for airborne pathogen exposure.,Install air purifiers in common areas to control exposure to airborne pathogens.,Implement a personal protective equipment program focused on respiratory masks to control airborne pathogen exposure.,All of the above,None of the above,A,A,A,A,A,A,A,A,A,A,D,E,F,B,B,C,A,A,A,B,F,D,A,A,A,D,E,C,A,A,A,C,B,C,C,C,E,F,F,C,A,A,A,A,A,A
https://stacks.cdc.gov/view/cdc/224945/cdc_224945_DS1.pdf,Occupational Health and Safety Specialists,An occupational health and safety specialist is assessing a manufacturing facility to mitigate risks associated with airborne pathogens. What is the most effective engineering control the specialist should implement to manage these risks?,Conduct regular air quality testing to monitor pathogen levels.,Provide personal protective equipment to all employees.,Install localized exhaust systems at individual workstations to capture airborne pathogens before they spread.,Implement or improve ventilation systems to control airborne pathogens.,All of the above,None of the above,D,B,B,F,B,E,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,C,C,E,C,F,B,A,A,D,D,D,D,D,D,D,D,D,A,A,A,D,D,D
https://stacks.cdc.gov/view/cdc/115239/cdc_115239_DS1.pdf,Occupational Health and Safety Specialists,An Occupational Health and Safety Specialist is reviewing tuberculosis testing protocols for healthcare workers in a hospital that has not reported any recent cases of tuberculosis. What action should be taken regarding serial testing for latent tuberculosis infection (LTBI) in healthcare personnel?,Conduct serial testing for latent tuberculosis infection only in departments with high patient turnover.,Continue serial testing for latent tuberculosis infection in all healthcare personnel regardless of exposure history.,Discontinue serial testing for latent tuberculosis infection in healthcare personnel if there is no ongoing exposure to infectious TB.,Implement serial testing for latent tuberculosis infection only during the annual health check-ups of healthcare personnel.,All of the above,None of the above,C,C,C,C,C,C,C,E,D,C,C,C,C,C,C,C,E,E,F,C,C,C,C,C,C,C,C,C,F,B,B,C,C,C,C,C,C,C,C,C,C,C,C,A,D,F
